"term id","# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","PMID","term name","year"
"241","362","8","GO Process","","regulation of immune effector process","0.0375","UNC13D|VTN|APOA1|F2|ARG1|IL13RA2|IL33|PIK3R6","52","155|121|99|117|134|181|138|176","","GO.0002697","0"
"242","6507","56","GO Process","","multicellular organismal process","0.0375","VTN|PF4V1|HRG|PROC|APOA1|G6PC|CHL1|IL12RB2|BMP6|PREX2|S100P|RPL10L|AMN|ZNF804A|FGB|F2|PLG|GPR88|CALHM1|ALAS2|FGG|MYH7|ARG1|PARK2|SERPINC1|F5|VANGL2|ROS1|S100A8|S100A9|SIM1|PDE6C|BEX1|SPOCK2|GJB1|TRIM27|IRG1|FLRT3|IL33|CATSPER2|DMRT2|KCNA1|NRG4|RGN|GABRR2|TDRD12|MYBPC1|THSD7A|OSR2|RIMS1|EYA4|PGF|ITGAX|ENSP00000459962|CYP1B1|PIK3R6","52","121|71|164|63|99|66|78|170|167|133|177|173|84|148|98|117|91|128|163|172|81|89|134|141|79|77|108|76|136|153|118|64|149|165|159|70|146|122|138|82|130|132|86|166|107|139|179|67|115|156|73|110|144|74|174|176","","GO.0032501","0"
"243","38","3","GO Process","","vitamin transport","0.0375","APOA1|AMN|GC","52","99|84|143","","GO.0051180","0"
"244","83","4","GO Process","","protein polymerization","0.0375","VTN|FGB|FGG|PARK2","52","121|98|81|141","","GO.0051258","0"
"245","4170","40","GO Function","","cation binding","0.0381","PON1|HRG|PROC|APOA1|CYP2C9|CP|HGD|HPD|S100P|ZNF804A|F2|PCK1|ACSM5|ALAS2|FGG|ARG1|ANXA10|PARK2|F5|S100A14|S100A8|S100A9|CYP2C8|PDE6C|MAT1A|GNMT|SPOCK2|TRIM27|DMRT2|RGN|OAS1|ENSP00000404127|OSR2|RIMS1|EYA4|CYP2E1|PAH|ITGAX|ENSP00000459962|CYP1B1","52","119|164|63|99|171|129|75|150|177|148|117|103|90|172|81|134|127|141|77|158|136|153|120|64|111|72|165|70|130|166|157|83|115|156|73|102|154|144|74|174","","GO.0043169","0"
"246","452","9","GO Process","","regulation of peptide secretion","0.0386","APOA1|BMP6|FGB|FGG|PARK2|S100A8|S100A9|TRIM27|IL33","52","99|167|98|81|141|136|153|70|138","","GO.0002791","0"
"247","365","8","GO Process","","positive regulation of defense response","0.0386","FGB|FGG|ARG1|S100A14|S100A8|S100A9|IL33|IRGM","52","98|81|134|158|136|153|138|160","","GO.0031349","0"
"248","365","8","GO Process","","post-translational protein modification","0.0386","PROC|APOA1|CP|FGG|SERPINC1|F5|FBXL16|IRGM","52","63|99|129|81|79|77|116|160","","GO.0043687","0"
"249","946","14","GO Process","","cellular lipid metabolic process","0.0402","PON1|APOA1|G6PC|CYP2C9|ALDH1A1|PCK1|ACSM5|HMGCS2|CYP2C8|IRG1|NRG4|CYP2E1|CYP1B1|PIK3R6","52","119|99|66|171|169|103|90|87|120|146|86|102|174|176","","GO.0044255","0"
"250","10","2","GO Process","","negative regulation of immunoglobulin production","0.0406","IL13RA2|IL33","52","181|138","","GO.0002638","0"
"251","10","2","GO Process","","chemokine production","0.0406","S100A8|S100A9","52","136|153","","GO.0032602","0"
"252","10","2","GO Process","","negative regulation of cell adhesion mediated by integrin","0.0406","HRG|CYP1B1","52","164|174","","GO.0033629","0"
"253","693","11","UniProt Keywords","","Differentiation","0.0413","CHL1|BMP6|SIM1|BEX1|CATSPER2|TDRD12|RIMBP3C|THSD7A|RIMS1|PGF|RIMBP3B","52","78|167|118|149|82|139|88|67|156|110|161","","KW-0221","0"
"254","41","3","GO Process","","negative regulation of adaptive immune response","0.0414","ARG1|TRIM27|IL33","52","134|70|138","","GO.0002820","0"
"255","17","2","Reactome Pathways","","Serotonin Neurotransmitter Release Cycle","0.0416","RIMS1|SYN2","52","156|123","","HSA-181429","0"
"256","133","5","Pfam","","Fibronectin type III domain","0.042","CHL1|IL12RB2|ROS1|MYBPC1|PTPRQ","52","78|170|76|179|152","","PF00041","0"
"257","375","8","GO Process","","positive regulation of cell adhesion","0.042","UNC13D|VTN|HRG|APOA1|FGB|FGG|SPOCK2|PIK3R6","52","155|121|164|99|98|81|165|176","","GO.0045785","0"
"258","147","5","GO Function","","iron ion binding","0.0422","CYP2C9|CYP2C8|CYP2E1|PAH|CYP1B1","52","171|120|102|154|174","","GO.0005506","0"
"259","150","5","GO Function","","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","0.0422","CYP2C9|CYP2C8|CYP2E1|PAH|CYP1B1","52","171|120|102|154|174","","GO.0016705","0"
"260","10","2","GO Function","","chemorepellent activity","0.0422","APOA1|FLRT3","52","99|122","","GO.0045499","0"
"261","458","9","GO Function","","receptor ligand activity","0.0422","CXCL6|PF4V1|APOA1|BMP6|F2|FLRT3|IL33|NRG4|PGF","52","126|71|99|167|117|122|138|86|110","","GO.0048018","0"
"262","294","7","GO Process","","fatty acid metabolic process","0.0428","PON1|CYP2C9|ACSM5|CYP2C8|IRG1|CYP2E1|CYP1B1","52","119|171|90|120|146|102|174","","GO.0006631","0"
"263","15","2","UniProt Keywords","","Gamma-carboxyglutamic acid","0.0433","PROC|F2","52","63|117","","KW-0301","0"
"264","507","9","UniProt Keywords","","Immunity","0.0433","MST1R|FGB|CD300C|ARG1|S100A8|S100A9|IRG1|OAS1|IRGM","52","100|98|85|134|136|153|146|157|160","","KW-0391","0"
"265","51","3","UniProt Keywords","","Sulfation","0.0433","VTN|FGG|F5","52","121|81|77","","KW-0765","0"
"266","296","7","GO Process","","extracellular matrix organization","0.0441","VTN|FGB|PLG|FGG|SPOCK2|ITGAX|CYP1B1","52","121|98|91|81|165|144|174","","GO.0030198","0"
"267","91","4","GO Process","","positive regulation of leukocyte chemotaxis","0.0451","CXCL6|PF4V1|S100A14|PGF","52","126|71|158|110","","GO.0002690","0"
"268","11","2","GO Process","","plasminogen activation","0.0451","FGB|FGG","52","98|81","","GO.0031639","0"
"269","11","2","GO Process","","exogenous drug catabolic process","0.0451","CYP2C9|CYP2C8","52","171|120","","GO.0042738","0"
"270","43","3","GO Process","","response to axon injury","0.0451","APOA1|ARG1|FLRT3","52","99|134|122","","GO.0048678","0"
"271","7824","64","GO Process","","response to stimulus","0.0451","UNC13D|RASD2|PON1|VTN|CXCL6|PF4V1|HRG|PROC|APOA1|G6PC|CHL1|CYP2C9|IL12RB2|SLC22A3|BMP6|PREX2|S100P|MST1R|AMN|FGB|GPR113|F2|PLG|GPR88|PCK1|CD300C|CALHM1|ALAS2|FGG|MYH7|TAT|ARG1|POX2|PARK2|SERPINC1|F5|VANGL2|ROS1|S100A14|S100A8|S100A9|CYP2C8|PDE6C|IL13RA2|SPOCK2|TRIM27|IRG1|FLRT3|IL33|KCNA1|NRG4|GABRR2|OAS1|IRGM|RIMS1|EYA4|CYP2E1|PGF|ITGAX|ENSP00000459962|TMC6|ENSP00000466834|CYP1B1|PIK3R6","52","155|125|119|121|126|71|164|63|99|66|78|171|170|180|167|133|177|100|84|98|68|117|91|128|103|85|163|172|81|89|131|134|178|141|79|77|108|76|158|136|153|120|64|181|165|70|146|122|138|132|86|107|157|160|156|73|102|110|144|74|145|109|174|176","","GO.0050896","0"
"272","1770","21","GO Process","","protein-containing complex subunit organization","0.0454","VTN|APOA1|RPL10L|FGB|CALHM1|FGG|ARG1|PARK2|F5|MAT1A|GNMT|GJB1|ALDOB|TRIM27|KCNA1|OAS1|MYBPC1|RIMS1|ENSP00000459962|ENSP00000466834|CYP1B1","52","121|99|173|98|163|81|134|141|77|111|72|159|96|70|132|157|179|156|74|109|174","","GO.0043933","0"
"273","16","2","UniProt Keywords","","Kringle","0.0465","F2|PLG","52","117|91","","KW-0420","0"
"274","154","5","GO Process","","hexose metabolic process","0.0471","G6PC|ALDH1A1|PCK1|ALDOB|OAS1","52","66|169|103|96|157","","GO.0019318","0"
"275","828","13","GO Component","","secretory granule","0.048","UNC13D|HRG|APOA1|S100P|FGB|PLG|FGG|ARG1|F5|S100A8|S100A9|ITGAX|TMC6","52","155|164|99|177|98|91|81|134|77|136|153|144|145","","GO.0030141","0"
"276","9","2","GO Component","","spherical high-density lipoprotein particle","0.048","PON1|APOA1","52","119|99","","GO.0034366","0"
"277","477","9","GO Process","","monocarboxylic acid metabolic process","0.0483","PON1|CYP2C9|PCK1|ACSM5|CYP2C8|ALDOB|IRG1|CYP2E1|CYP1B1","52","119|171|103|90|120|96|146|102|174","","GO.0032787","0"
"278","94","4","GO Process","","positive regulation of reactive oxygen species metabolic process","0.0485","F2|IRG1|RGN|ENSP00000459962","52","117|146|166|74","","GO.2000379","0"
"279","481","9","GO Function","","cofactor binding","0.049","HRG|CYP2C9|ALDH1A1|ALAS2|TAT|POX2|CYP2C8|CYP2E1|CYP1B1","52","164|171|169|172|131|178|120|102|174","","GO.0048037","0"
"280","45","3","GO Process","","regulation of myeloid leukocyte mediated immunity","0.0491","UNC13D|ARG1|IL13RA2","52","155|134|181","","GO.0002886","0"
"281","948","14","GO Component","","secretory vesicle","0.0493","UNC13D|HRG|APOA1|S100P|FGB|PLG|FGG|ARG1|F5|S100A8|S100A9|ITGAX|TMC6|SYN2","52","155|164|99|177|98|91|81|134|77|136|153|144|145|123","","GO.0099503","0"
"282","574","10","GO Process","","myeloid leukocyte activation","0.0496","UNC13D|CXCL6|S100P|ARG1|S100A8|S100A9|IL33|ITGAX|ENSP00000459962|TMC6","52","155|126|177|134|136|153|138|144|74|145","","GO.0002274","0"
"283","12","2","GO Process","","leukocyte migration involved in inflammatory response","0.0496","S100A8|S100A9","52","136|153","","GO.0002523","0"
"284","46","3","GO Process","","gluconeogenesis","0.0496","G6PC|PCK1|ALDOB","52","66|103|96","","GO.0006094","0"
"285","12","2","GO Process","","dopamine transport","0.0496","SLC22A3|PARK2","52","180|141","","GO.0015872","0"
"286","12","2","GO Process","","urea metabolic process","0.0496","CYP2C9|ARG1","52","171|134","","GO.0019627","0"
"287","159","5","GO Process","","positive regulation of cell growth","0.0496","F2|PARK2|S100A8|S100A9|RIMS1","52","117|141|136|153|156","","GO.0030307","0"
"288","881","13","GO Process","","regulation of locomotion","0.0496","VTN|CXCL6|PF4V1|HRG|PLG|S100A14|SPOCK2|TRIM27|IL33|NRG4|RGN|PGF|CYP1B1","52","121|126|71|164|91|158|165|70|138|86|166|110|174","","GO.0040012","0"
"289","393","8","GO Process","","positive regulation of secretion","0.0496","UNC13D|BMP6|FGB|FGG|S100A8|S100A9|IL33|ENSP00000459962","52","155|167|98|81|136|153|138|74","","GO.0051047","0"
"290","1551","19","GO Process","","positive regulation of multicellular organismal process","0.0496","HRG|IL12RB2|BMP6|ZNF804A|FGB|F2|PLG|FGG|PARK2|S100A9|FLRT3|IL33|DMRT2|OSR2|RIMS1|PGF|ENSP00000459962|CYP1B1|PIK3R6","52","164|170|167|148|98|117|91|81|141|153|122|138|130|115|156|110|74|174|176","","GO.0051240","0"
"291","12","2","GO Process","","cytolysis in other organism","0.0496","HRG|F2","52","164|117","","GO.0051715","0"
"292","2672","28","GO Process","","cellular response to chemical stimulus","0.0496","CXCL6|PF4V1|CYP2C9|IL12RB2|BMP6|MST1R|FGB|PCK1|FGG|ARG1|POX2|PARK2|S100A8|S100A9|CYP2C8|IL13RA2|SPOCK2|IRG1|FLRT3|IL33|KCNA1|OAS1|IRGM|CYP2E1|PGF|ITGAX|ENSP00000459962|CYP1B1","52","126|71|171|170|167|100|98|103|81|134|178|141|136|153|120|181|165|146|122|138|132|157|160|102|110|144|74|174","","GO.0070887","0"
"293","12","2","GO Process","","oxidative demethylation","0.0496","CYP2C9|CYP2C8","52","171|120","","GO.0070989","0"
"294","157","5","GO Process","","cellular response to xenobiotic stimulus","0.0496","CYP2C9|ARG1|CYP2C8|CYP2E1|CYP1B1","52","171|134|120|102|174","","GO.0071466","0"
"295","12","2","GO Process","","cellular response to acidic pH","0.0496","PCK1|ENSP00000459962","52","103|74","","GO.0071468","0"
"296","17","2","UniProt Keywords","","HDL","0.0499","PON1|APOA1","52","119|99","","KW-0345","0"
"297","17","2","UniProt Keywords","","Thick filament","0.0499","MYH7|MYBPC1","52","89|179","","KW-0787","0"
